date,title,abstract
2015-03-16,GE's Immelt touts value of conglomerate's scale to investors,March 16 General Electric Co Chief Executive Officer Jeff Immelt is sticking by his company's model for housing diverse businesses under one roof at a time when other U.S. conglomerates are looking at hiving off units to please investors.
2015-03-16,Bouygues delays nomination of GE's Gaymard to board,"PARIS Bouygues  said on Monday that it had postponed a proposal for Clara Gaymard, head of General Electric  in France, to join the board of the French construction group."
2015-03-16,Bouygues delays nomination of GE's Gaymard to board,"PARIS, March 16 Bouygues said on Monday that it had postponed a proposal for Clara Gaymard, head of General Electric in France, to join the board of the French construction group."
2015-03-17,DIARY-U.S. MEETINGS/WEEK AHEAD,"Thomson Reuters March 16, 2015 - Corporate Meetings for US companies for Week ahead.         S&P; 500 Earnings - MONTH AHEAD     Dividends                            Non S&P; 500 - Weekly             Federal Reserve events               ConferenceCall/Webcast - Weekly  Meetings - Weekly                                Xtra users can see more details on conference calls & webcasts by hovering your mouse  over the RIC, right click, now click on Related Co Data, now click on Co Events."
2015-03-17,EU deadline on GE's $13 billion Alstom deal extended to Aug. 6,BRUSSELS European Union antitrust regulators have extended their deadline for a decision on General Electric's  12.4 billion euro ($13.15 billion) bid for Alstom's  power equipment business after a request from the U.S. group.
2015-03-17,EU deadline on GE's $13 bln Alstom deal extended to Aug. 6,"BRUSSELS, March 17 European Union antitrust regulators have extended their deadline for a decision on General Electric's 12.4 billion euro ($13.15 billion) bid for Alstom's power equipment business after a request from the U.S. group."
2015-03-26,UPDATE 1-GE expands job cuts at Lufkin oil unit to 575 from 330,"March 25 General Electric Co said it increased planned job cuts in its Lufkin oilfield equipment unit to 575, as it grapples with pressure on the unit from the drop in oil prices."
2015-03-26,GE expands job cuts at Lufkin oil unit to 575 from 330 -Bloomberg,"March 25 General Electric Co increased planned job cuts in its Lufkin oilfield equipment unit to 575, as it grapples with pressure on the unit from the drop in oil prices, Bloomberg reported. (http://bloom.bg/1Ozj9lF)"
2015-04-01,"RPT-GE could fund turnaround of Puerto Rico utility, documents show","NEW YORK, April 1 General Electric would commit to financing a new natural gas plant in Puerto Rico under a debt restructuring plan proposed by creditors of the island's struggling power utility, according to plan documents obtained by Reuters."
2015-04-01,"GE could fund turnaround of Puerto Rico utility, documents show","NEW YORK General Electric would commit to financing a new natural gas plant in Puerto Rico under a debt restructuring plan proposed by creditors of the island’s struggling power utility, according to plan documents obtained by Reuters."
2015-04-01,"GE could fund turnaround of Puerto Rico utility, documents show","NEW YORK, April 1 General Electric would commit to financing a new natural gas plant in Puerto Rico under a debt restructuring plan proposed by creditors of the island's struggling power utility, according to plan documents obtained by Reuters."
2015-04-03,"UPDATE 5-Fire hits part of GE's Louisville facility, no injuries reported","LOUISVILLE, Ky., April 3 A huge fire ripped through a section of General Electric's Louisville, Kentucky facility used for warehousing and offices on Friday, forcing the giant industrial park to shut down for at least the coming week, the company and union officials said."
2015-04-09,UPDATE 3-GE close to selling nearly all its real estate holdings -source,"* Shares rise 2.4 pct   (Adds analyst comment, updates GE share price)"
2015-04-09,Deals of the day- Mergers and acquisitions,"April 9 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Thursday:"
2015-04-09,GE close to selling part or all of its real estate holdings - WSJ,"April 9 General Electric Co is close to selling part or all of its real estate holdings, the Wall Street Journal reported, citing people familiar with the matter."
2015-04-10,Blackstone swooped on regulation-weary GE to do mega real estate deal,"April 10 It took Blackstone Group LP less than four weeks after an approach from General Electric Co  to clinch the biggest real estate deal since the financial crisis. Yet the seeds of that deal were planted seven years ago, during the crisis."
2015-04-10,"GE to sell bulk of finance unit, return up to $90 billion to investors",General Electric Co will shed most of its finance unit and return as much as $90 billion to shareholders as it becomes a “simpler” industrial business instead of an unwieldy hybrid of banking and manufacturing. | Video
2015-04-10,GE's CEO and his stock win a boost after a long dry spell,"General Electric Co Chief Executive Jeff Immelt has had a bumpy ride for the past seven years, navigating economic turbulence, swapping in and out of businesses and struggling to energize his sluggish stock."
2015-04-10,GE's CEO and his stock win a boost after a long dry spell,"April 10 General Electric Co Chief Executive Jeff Immelt has had a bumpy ride for the past seven years, navigating economic turbulence, swapping in and out of businesses and struggling to energize his sluggish stock."
2015-04-10,US STOCKS-GE sparks broad Wall St rally; indexes post weekly gains,* GE set for $50 bln buyback plan; shares most active on NYSE
2015-04-10,Deals of the day- Mergers and acquisitions,"April 10 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Friday:"
2015-04-10,GE plan further shrinks its money market presence,"NEW YORK General Electric Co.'s plan to retrench from the finance business will further reduce its already diminishing presence in the U.S. money market, which it has leaned on to fund consumer and business loans."
2015-04-10,GE plan further shrinks its money market presence,"NEW YORK, April 10 General Electric Co.'s  plan to retrench from the finance business will further reduce its already diminishing presence in the U.S. money market, which it has leaned on to fund consumer and business loans."
2015-04-10,"UPDATE 5-GE to sell bulk of finance unit, return up to $90 billion to investors","April 10 General Electric Co will shed most of its finance unit and return as much as $90 billion to shareholders as it becomes a ""simpler"" industrial business instead of an unwieldy hybrid of banking and manufacturing."
2015-04-13,Deals of the day- Mergers and acquisitions,"April 13 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Monday:"
2015-04-13,"US STOCKS-Dow, S&P; 500 edge lower as earnings worries deepen",* Netflix to raise share authorization in step to split stock
2015-04-13,Abu Dhabi's Mubadala GE Capital says no plans to change shareholdings,"ABU DHABI, April 13 Mubadala GE Capital, a venture between Abu Dhabi state fund Mubadala and GE Capital, said its ownership and strategy would remain unchanged despite General Electric's decision to divest most of its finance unit."
2015-04-15,GE CEO must convince skeptics his industrial strategy can win,"April 15 As General Electric Co stock soared last Friday to its biggest one-day gain in six years, investor Patrick Kaser's fund made a choice: Sell it all."
2015-04-15,Fitch: GE Divestment Highlights SIFIs' Capital Allocation Focus,"(The following statement was released by the rating agency) NEW YORK, April 15 (Fitch) General Electric's planned divestment of the majority  of GE Capital Corporation (GECC) highlights the increasing capital allocation  focus for U.S. systemically important financial institutions (SIFIs), says Fitch  Ratings. Fitch believes that management's key aim with the divestitures is to  boost GE's equity valuation through the disposal of substantial parts of GECC  while refocusing on its core industrial"
2015-04-17,"US STOCKS-Wall St falls steeply with China, Greece fears paramount","* Indexes down: Dow 1.5 pct, S&P; 1.1 pct, Nasdaq 1.5 pct   (Updates to close)"
2015-04-17,"US STOCKS-Wall St selloff accelerates amid China, earnings fears","* Indexes down: Dow 1.8 pct, S&P; 1.4 pct, Nasdaq 1.8 pct   (Updates to late afternoon)"
2015-04-17,"Strong dollar hit to GE, Honeywell may bode poorly for other industrials","General Electric Co  and Honeywell International Inc  said on Friday they will take steps to cushion the impact of a stronger dollar, which hurt first-quarter results at both companies."
2015-04-17,"Strong dollar hit to GE, Honeywell may bode poorly for other industrials","April 17 General Electric Co and Honeywell International Inc said on Friday they will take steps to cushion the impact of a stronger dollar, which hurt first-quarter results at both companies."
2015-04-17,"US STOCKS-Wall St tumbles, hit by weak earnings, China","* Indexes down: Dow 1.34 pct, S&P; 0.99 pct, Nasdaq 1.43 pct   (Updates to afternoon prices, commentary)"
